Polarization of Light 'Brewsters' Data File Wed, Nov 13, 2024 5:46 PM
Sensor Position (Degrees)	Light Intensity (Volts)
206.80000	-0.00342
206.91667	-0.00229
207.01667	0.00158
207.11667	-0.00197
207.21667	-0.00213
207.33333	-0.00180
207.43333	-0.00245
207.55000	-0.00406
207.68333	0.00045
207.78333	0.00319
207.88333	0.00255
207.98333	0.00142
208.08333	-0.00052
208.16667	-0.00213
208.25000	0.00093
208.35000	-0.00148
208.46667	-0.00309
208.61667	-0.00019
208.73333	-0.00132
208.81667	-0.00438
208.91667	-0.00003
209.03333	-0.00358
209.13333	-0.00197
209.31667	0.00126
209.46667	-0.00132
209.55000	-0.00068
209.61667	-0.00197
209.76667	0.00093
209.86667	-0.00100
209.96667	-0.00342
210.10000	-0.00180
210.26667	0.00013
210.43333	-0.00164
210.60000	-0.00052
210.73333	0.00045
210.85000	0.00206
211.00000	-0.00052
211.15000	0.00206
211.30000	0.00255
211.45000	0.00367
211.58333	0.00142
211.75000	0.00335
211.91667	-0.00068
212.08333	0.00383
212.25000	-0.00293
212.41667	0.00448
212.58333	0.00754
212.76667	0.00851
212.93333	0.00690
213.11667	0.00802
213.30000	0.00673
213.46667	0.00915
213.66667	0.00045
213.85000	-0.00003
214.01667	-0.00132
214.18333	-0.00180
214.35000	0.00142
214.53333	0.00206
214.70000	0.00770
214.88333	0.00867
215.05000	0.00835
215.23333	0.00625
215.40000	0.00915
215.58333	0.01076
215.76667	0.00561
215.93333	0.00770
216.13333	0.00303
216.31667	0.00528
216.51667	0.00963
216.73333	0.00400
216.91667	0.00770
217.13333	0.00351
217.33333	-0.00084
217.51667	-0.00019
217.70000	0.00077
217.83333	0.00077
217.96667	-0.00180
218.08333	-0.00229
218.23333	-0.00068
218.36667	-0.00132
218.48333	-0.00100
218.63333	-0.00084
218.75000	0.00013
218.86667	-0.00454
218.98333	0.00061
219.10000	-0.00003
219.23333	-0.00293
219.35000	0.00013
219.48333	-0.00245
219.61667	-0.00116
219.76667	-0.00374
219.91667	-0.00164
220.05000	0.00190
220.21667	-0.00132
220.33333	0.00416
220.46667	0.00496
220.60000	-0.00019
220.73333	0.00013
220.88333	0.00206
221.00000	-0.00197
221.13333	0.00029
221.26667	-0.00245
221.38333	-0.00132
221.50000	-0.00052
221.61667	-0.00519
221.75000	-0.00229
221.88333	-0.00052
221.98333	-0.00164
222.10000	0.00045
222.18333	-0.00213
222.26667	-0.00309
222.35000	-0.00068
222.43333	-0.00229
222.51667	-0.00068
222.60000	0.00222
222.65000	-0.00213
222.70000	0.00110
222.76667	0.00238
222.83333	0.00287
222.90000	0.00625
222.98333	0.01060
223.05000	0.02075
223.15000	0.02446
223.25000	0.02397
223.35000	0.01898
223.46667	0.02671
223.58333	0.02768
223.70000	0.02768
223.81667	0.02236
223.91667	0.02816
224.01667	0.03090
224.20000	0.03155
224.31667	0.02349
224.40000	0.02784
224.50000	0.02317
224.61667	0.02478
224.76667	0.02397
224.91667	0.01769
225.05000	0.01270
225.25000	0.00351
225.43333	-0.00277
225.56667	-0.00293
225.78333	-0.00100
226.01667	-0.00374
226.21667	-0.00019
226.36667	-0.00052
226.53333	-0.00277
226.68333	-0.00277
226.81667	-0.00309
226.95000	-0.00358
227.03333	-0.00100
227.10000	-0.00084
227.11667	-0.00052
227.15000	-0.00374
227.16667	-0.00132
227.18333	-0.00213
227.23333	-0.00180
227.26667	-0.00277
227.30000	-0.00374
227.30000	-0.00197
227.30000	0.00013
227.30000	0.00142
227.31667	-0.00374
227.35000	0.00255
227.38333	0.00126
227.38333	0.00335
227.41667	0.02607
227.41667	0.02720
227.43333	0.02526
227.45000	0.03235
227.46667	0.02768
227.48333	0.03702
227.50000	0.03847
227.55000	0.04057
227.56667	0.03847
227.58333	0.04170
227.58333	0.03912
227.60000	0.04137
227.61667	0.03493
227.61667	0.03090
227.61667	0.03912
227.63333	0.02865
227.65000	0.03010
227.68333	0.02881
227.76667	0.02687
227.86667	0.03976
227.98333	0.04298
228.01667	0.03219
228.06667	0.03686
228.10000	0.04153
228.16667	0.03348
228.25000	0.03251
228.31667	0.03622
228.33333	0.03767
228.35000	0.01318
228.36667	-0.00180
228.36667	-0.00293
228.36667	-0.00325
228.35000	-0.00197
228.33333	-0.00180
228.33333	-0.00325
228.33333	-0.00148
228.31667	-0.00245
228.33333	0.00077
228.33333	0.00029
228.33333	0.00077
228.35000	-0.00342
228.35000	-0.00406
228.35000	-0.00100
228.35000	-0.00342
228.35000	-0.00406
228.35000	-0.00164
228.35000	-0.00035
228.36667	-0.00164
228.36667	-0.00035
228.36667	-0.00132
228.36667	-0.00277
228.38333	-0.00164
228.38333	-0.00342
228.41667	-0.00084
228.50000	-0.00180
228.61667	-0.00052
228.75000	-0.00213
228.85000	-0.00180
228.90000	0.00722
228.93333	0.02140
228.96667	0.01785
229.00000	0.01431
229.05000	0.01656
229.15000	0.01995
229.23333	0.01092
229.33333	0.00335
229.43333	0.00061
229.55000	0.00013
229.66667	-0.00277
229.78333	-0.00100
229.88333	-0.00309
230.00000	0.00045
230.10000	-0.00052
230.23333	-0.00116
230.31667	-0.00277
230.45000	-0.00035
230.58333	-0.00003
230.71667	-0.00406
230.88333	-0.00309
231.03333	-0.00068
231.16667	-0.00084
231.33333	0.00110
231.50000	-0.00019
231.63333	0.00077
231.75000	-0.00052
231.88333	-0.00019
232.03333	-0.00052
232.18333	-0.00003
232.36667	-0.00116
232.55000	-0.00277
232.76667	-0.00132
232.96667	0.00093
233.13333	0.00593
233.31667	0.00931
233.48333	0.01495
233.66667	0.01125
233.86667	0.00561
234.06667	0.00255
234.26667	0.00996
234.43333	0.01237
234.61667	0.00561
234.81667	0.00625
235.00000	0.00464
235.20000	0.00013
235.40000	0.00029
235.60000	0.00142
235.78333	0.00222
235.96667	-0.00019
236.15000	0.00158
236.33333	0.00077
236.46667	-0.00213
236.65000	-0.00277
236.81667	-0.00535
237.00000	-0.00164
237.18333	0.00013
237.36667	0.00013
237.53333	0.00222
237.66667	0.00013
237.78333	-0.00132
237.93333	0.00110
238.08333	-0.00084
238.23333	0.00190
238.40000	-0.00068
238.55000	0.00093
238.73333	-0.00084
238.91667	-0.00229
239.08333	0.00029
239.28333	-0.00068
239.46667	0.00158
239.68333	0.00464
239.88333	0.00093
240.08333	0.00351
240.28333	0.00786
240.48333	0.00722
240.66667	0.00561
240.88333	0.00496
241.01667	0.00029
241.16667	0.00754
241.28333	0.00980
241.43333	0.02091
241.60000	0.00271
241.75000	0.01817
241.91667	0.01382
242.06667	0.01447
242.21667	0.00947
242.36667	0.01302
242.48333	0.00947
242.61667	0.01012
242.78333	0.01076
242.95000	0.00980
243.10000	0.00770
243.28333	0.00255
243.45000	-0.00293
243.61667	0.00045
243.78333	0.00206
243.98333	0.01076
244.20000	0.00947
244.41667	0.00577
244.58333	-0.00019
244.76667	0.00126
244.91667	0.00238
245.05000	-0.00358
245.20000	-0.00003
245.33333	0.00351
245.46667	0.00303
245.58333	0.00126
245.73333	-0.00035
245.86667	0.00142
246.01667	0.00126
246.18333	0.00142
246.31667	-0.00003
246.46667	-0.00019
246.58333	-0.00358
246.70000	0.00625
246.83333	0.00400
246.96667	0.00899
247.13333	0.00351
247.26667	0.00673
247.38333	0.00432
247.55000	0.00561
247.68333	0.00126
247.85000	0.00061
247.96667	-0.00003
248.08333	0.00271
248.20000	-0.00277
248.30000	0.00158
248.41667	0.00110
248.55000	0.00351
248.70000	0.00255
248.83333	0.00255
248.95000	0.00303
249.05000	-0.00019
249.16667	-0.00197
249.26667	-0.00084
249.36667	-0.00019
249.50000	0.00077
249.58333	-0.00229
249.70000	-0.00084
249.81667	-0.00019
249.95000	0.00077
250.08333	-0.00180
250.20000	0.00335
250.33333	0.00641
250.46667	0.00480
250.65000	0.00126
250.88333	-0.00019
251.11667	-0.00003
251.31667	-0.00164
251.48333	-0.00229
251.65000	-0.00116
251.80000	0.00061
251.93333	-0.00213
252.03333	0.00013
252.16667	-0.00116
252.26667	-0.00293
252.36667	-0.00100
252.46667	-0.00068
252.53333	0.00061
252.60000	0.00158
252.66667	0.00174
252.71667	0.00367
252.78333	0.00174
252.88333	0.00126
253.00000	0.00690
253.10000	0.00464
253.21667	0.00416
253.36667	0.00206
253.46667	-0.00084
253.58333	0.00126
253.75000	-0.00132
253.86667	0.00077
253.96667	0.00383
254.06667	-0.00068
254.16667	0.00061
254.28333	-0.00068
254.36667	-0.00052
254.46667	-0.00197
254.51667	-0.00003
254.58333	0.00158
254.63333	-0.00213
254.68333	0.00093
254.75000	-0.00084
254.80000	0.00077
254.85000	-0.00213
254.91667	0.00093
254.96667	0.00029
255.05000	0.00045
255.21667	-0.00390
255.40000	-0.00116
255.53333	0.00061
255.65000	0.00158
255.76667	0.00126
255.85000	0.00206
255.95000	0.00206
256.03333	0.00383
256.11667	0.00303
256.20000	-0.00180
256.31667	0.00287
256.45000	0.00045
256.56667	0.00174
256.66667	-0.00084
256.75000	0.00432
256.85000	0.00222
256.91667	0.00190
257.00000	0.00238
257.08333	-0.00116
257.15000	0.00045
257.26667	0.00255
257.35000	-0.00261
257.45000	-0.00245
257.53333	-0.00116
257.61667	0.00029
257.71667	0.00045
257.78333	0.00158
257.88333	0.00528
257.96667	-0.00277
258.08333	-0.00019
258.23333	0.00222
258.43333	-0.00148
258.55000	0.00238
258.68333	-0.00261
258.80000	0.00303
258.98333	0.00174
259.15000	0.00142
259.30000	0.00174
259.41667	0.00561
259.58333	0.00738
259.70000	0.00432
259.80000	0.00367
259.90000	-0.00358
259.98333	0.00238
260.08333	0.00303
260.16667	0.00061
260.25000	0.00190
260.35000	-0.00309
260.43333	0.00045
260.50000	0.00158
260.60000	-0.00084
260.71667	-0.00068
260.85000	-0.00293
260.96667	-0.00019
261.10000	0.00142
261.26667	0.00158
261.40000	0.00174
261.50000	0.00512
261.60000	0.00174
261.68333	0.00448
261.80000	0.00480
261.86667	0.00222
261.93333	0.00416
262.01667	0.00190
262.11667	-0.00052
262.20000	0.00238
262.31667	-0.00003
262.41667	0.00464
262.50000	0.00351
262.58333	0.00367
262.65000	-0.00035
262.73333	0.00045
262.80000	-0.00084
262.88333	0.00126
262.95000	0.00528
263.03333	-0.00213
263.11667	0.00351
263.21667	0.00416
263.30000	0.00432
263.36667	0.00142
263.45000	0.00206
263.53333	0.00093
263.60000	-0.00180
263.68333	0.00045
263.75000	-0.00132
263.81667	0.00400
263.88333	0.00190
263.95000	0.00206
264.03333	0.00464
264.10000	0.00448
264.21667	-0.00019
264.36667	0.00013
264.46667	0.00093
264.63333	-0.00052
264.73333	0.00110
264.80000	0.00174
264.86667	-0.00148
264.93333	-0.00035
265.05000	-0.00052
265.13333	-0.00197
265.26667	-0.00132
265.33333	-0.00164
265.38333	-0.00084
265.41667	-0.00519
265.43333	-0.00470
265.41667	-0.00261
265.38333	-0.00390
265.36667	-0.00342
265.36667	-0.00116
265.36667	-0.00132
265.35000	-0.00261
265.35000	-0.00180
265.35000	-0.00406
265.35000	-0.00277
265.35000	-0.00454
265.35000	-0.00052
265.35000	-0.00100
265.35000	-0.00454
265.35000	-0.00213
265.35000	-0.00325
265.35000	-0.00164
265.35000	-0.00454
265.35000	-0.00390
265.35000	-0.00422
265.35000	-0.00261
265.35000	-0.00003
265.33333	-0.00003
265.33333	-0.00261
265.33333	-0.00180
265.33333	-0.00164
265.33333	-0.00229
265.33333	-0.00148
265.33333	-0.00213
265.33333	-0.00261
265.33333	-0.00132
265.33333	-0.00197
265.33333	-0.00309
265.33333	-0.00148
265.33333	-0.00438
265.33333	-0.00164
265.33333	-0.00197
265.33333	-0.00470
265.33333	-0.00293
265.33333	-0.00180
265.33333	-0.00164
265.33333	-0.00180
265.33333	-0.00148
265.33333	0.00093
265.33333	-0.00309
265.33333	-0.00567
