Polarization of Light 'Brewsters' Data File Wed, Nov 13, 2024 5:49 PM
Sensor Position (Degrees)	Light Intensity (Volts)
199.93333	4.29799
199.90000	4.28993
199.91667	4.29154
199.93333	4.28687
199.91667	4.28752
199.88333	4.29235
199.80000	4.29235
199.73333	4.29444
199.63333	4.29734
199.60000	4.28929
199.55000	4.29557
199.58333	4.29461
199.58333	4.29283
199.60000	4.29138
199.60000	4.29251
199.61667	4.29106
199.63333	4.29106
199.65000	4.28655
199.65000	4.28768
199.61667	4.28623
199.60000	4.28784
199.60000	4.28993
199.63333	4.28897
199.73333	4.28719
199.80000	4.28993
199.88333	4.29042
200.00000	4.29187
200.16667	4.29219
200.33333	4.28381
200.48333	4.28816
200.63333	4.29171
200.80000	4.28864
200.98333	4.28719
201.18333	4.28591
201.36667	4.28768
201.53333	4.28446
201.71667	4.28800
201.88333	4.28864
202.03333	4.28848
202.16667	4.28591
202.33333	4.28832
202.50000	4.28542
202.68333	4.28929
202.85000	4.28784
203.03333	4.28494
203.23333	4.28687
203.40000	4.28494
203.58333	4.28768
203.75000	4.28542
203.93333	4.29348
204.10000	4.29058
204.28333	4.28591
204.45000	4.28848
204.63333	4.28752
204.81667	4.28848
205.00000	4.29026
205.18333	4.28736
205.35000	4.28993
205.51667	4.29074
205.68333	4.29718
205.88333	4.28913
206.06667	4.29058
206.23333	4.29316
206.40000	4.29283
206.58333	4.29090
206.75000	4.28703
206.93333	4.29235
207.13333	4.29444
207.30000	4.29573
207.51667	4.29493
207.71667	4.29751
207.91667	4.29589
208.11667	4.28993
208.31667	4.29219
208.48333	4.29219
208.66667	4.29219
208.81667	4.29009
208.96667	4.29251
209.10000	4.29493
209.26667	4.29557
209.38333	4.29670
209.50000	4.29267
209.60000	4.29734
209.76667	4.29138
209.91667	4.29235
210.05000	4.29461
210.16667	4.29525
210.25000	4.29557
210.25000	4.29718
210.26667	4.29493
210.28333	4.29171
210.28333	4.29348
210.26667	0.37584
210.28333	0.21892
210.28333	0.22359
210.28333	0.22359
210.28333	0.22681
210.28333	0.22440
210.28333	0.22730
210.28333	0.23471
210.28333	0.23310
210.28333	0.23165
210.30000	0.22391
210.30000	0.19669
210.31667	0.22021
210.31667	0.21409
210.33333	0.21360
210.33333	0.21102
210.33333	0.21247
210.35000	0.20748
210.36667	0.20265
210.36667	0.19427
210.36667	0.22327
210.36667	0.64119
210.36667	4.27382
210.36667	4.27447
210.36667	4.27430
210.36667	4.27672
210.36667	4.28816
210.36667	4.27817
210.36667	4.28607
210.38333	4.27946
210.38333	4.28913
210.38333	4.28784
210.38333	4.28558
210.38333	3.17228
210.38333	3.06062
210.38333	3.09365
210.38333	3.16889
210.38333	3.28071
210.38333	3.31277
210.38333	3.34322
210.38333	3.65063
210.38333	4.28913
210.38333	4.28945
210.38333	4.27994
210.38333	4.28478
210.38333	4.28848
210.38333	4.28768
210.40000	4.28784
210.40000	4.28800
210.41667	4.28558
210.45000	4.28977
210.55000	4.28768
210.68333	4.29316
210.80000	4.29042
210.90000	4.28961
210.96667	4.28752
211.05000	4.28864
211.11667	4.28526
211.18333	4.29364
211.25000	4.28848
211.33333	4.28881
211.45000	4.28703
211.55000	4.29267
211.65000	4.29364
211.76667	4.29090
211.88333	4.28977
212.03333	4.29203
212.20000	4.29525
212.35000	4.28977
212.51667	4.29122
212.66667	4.29396
212.81667	4.28510
212.96667	4.29299
213.11667	4.29026
213.26667	4.29171
213.40000	4.29557
213.53333	4.29171
213.63333	4.29461
213.73333	4.29348
213.83333	4.28881
213.91667	4.29477
213.98333	4.29122
214.06667	4.29171
214.15000	4.29912
214.25000	4.28655
214.35000	4.29477
214.46667	4.29171
214.58333	4.29557
214.68333	4.29042
214.80000	4.29171
214.90000	4.29428
215.00000	4.29831
215.10000	4.29009
215.21667	4.29203
215.33333	4.28848
215.43333	4.28913
215.51667	4.28961
215.60000	4.29251
215.70000	4.29219
215.80000	4.29235
215.88333	4.29702
215.96667	4.29412
216.05000	4.29412
216.16667	4.29251
216.26667	4.29509
216.40000	4.29299
216.51667	4.29203
216.60000	4.29493
216.68333	4.29638
216.80000	4.28816
216.93333	4.29622
217.05000	4.29396
217.16667	4.29316
217.26667	4.28977
217.41667	4.29493
217.55000	4.28993
217.66667	4.29042
217.80000	4.29154
217.91667	4.29493
218.03333	4.29428
218.16667	4.29573
218.28333	4.29154
218.41667	4.28687
218.53333	4.29090
218.66667	4.28961
218.81667	4.29251
218.98333	4.29316
219.13333	4.29896
219.28333	4.29348
219.43333	4.29686
219.56667	4.28655
219.66667	4.29477
219.76667	4.29477
219.88333	4.29171
220.01667	4.29187
220.15000	4.29267
220.28333	4.29235
220.43333	4.29235
220.56667	4.29219
220.70000	4.29412
220.83333	4.29316
220.98333	4.28752
221.10000	4.29444
221.23333	4.29058
221.35000	4.29589
221.45000	4.29316
221.56667	4.29203
221.68333	4.28977
221.83333	4.29058
222.01667	4.29251
222.21667	4.28961
222.41667	4.29751
222.60000	4.29187
222.78333	4.29573
222.95000	4.29299
223.11667	4.29573
223.26667	4.29138
223.38333	4.29316
223.48333	4.29090
223.60000	4.29267
223.71667	4.29074
223.85000	4.29461
223.96667	4.29074
224.08333	4.29783
224.20000	4.28945
224.30000	4.29042
224.41667	4.29090
224.53333	4.29396
224.63333	4.29702
224.75000	4.29638
224.85000	4.29734
224.95000	4.29364
225.08333	4.29187
225.25000	4.29767
225.40000	4.29235
225.51667	4.29106
225.65000	4.29299
225.81667	4.29364
226.00000	4.29589
226.20000	4.28768
226.41667	4.29283
226.61667	4.29767
226.80000	4.29074
226.95000	4.28913
227.06667	4.28671
227.16667	4.29541
227.26667	4.29718
227.38333	4.29622
227.50000	4.29187
227.63333	4.29299
227.76667	4.28881
227.91667	4.29364
228.06667	4.28542
228.21667	3.83156
228.35000	3.86459
228.46667	4.25110
228.58333	4.29783
228.71667	4.11109
228.88333	3.84364
229.00000	3.26604
229.15000	2.94688
229.28333	2.65607
229.41667	2.73243
229.55000	2.70472
229.68333	3.12781
229.83333	3.55234
229.95000	3.56072
230.06667	3.34644
230.20000	3.78773
230.30000	3.82044
230.40000	3.88585
230.50000	4.10336
230.58333	4.28719
230.66667	4.29219
230.75000	4.29332
230.83333	4.28784
230.91667	4.28784
231.01667	4.28848
231.11667	4.28864
231.21667	4.29251
231.31667	4.29026
231.43333	4.29235
231.53333	4.29686
231.63333	4.28736
231.71667	4.28736
231.80000	4.28832
231.90000	4.28446
231.98333	4.29509
232.06667	4.28929
232.11667	4.29767
232.18333	4.29380
232.21667	4.29380
232.26667	4.29412
232.33333	4.29138
232.41667	4.28591
232.50000	4.28945
232.60000	4.12302
232.68333	3.86410
232.80000	3.54091
232.88333	3.26959
232.95000	3.09204
233.01667	3.21803
233.11667	3.54074
233.23333	4.09289
233.33333	4.23386
233.46667	4.11125
233.60000	4.29573
233.71667	4.29509
233.85000	4.27914
234.00000	3.82511
234.15000	3.38543
234.31667	2.81557
234.48333	2.23169
234.63333	1.99196
234.81667	1.87837
234.98333	2.40698
235.16667	3.31905
235.31667	4.23322
235.50000	4.28220
235.65000	4.28429
235.80000	4.28607
235.93333	4.29283
236.06667	4.13301
236.20000	4.13107
236.30000	4.01749
236.48333	3.78000
236.61667	3.73295
236.71667	3.85170
236.83333	3.96754
236.91667	4.10707
237.00000	4.18134
237.06667	4.10030
237.13333	4.10320
237.20000	4.11061
237.28333	4.05583
237.38333	4.13188
237.48333	4.22565
237.56667	4.24369
237.63333	4.23983
237.71667	4.16958
237.78333	4.08306
237.88333	4.10304
237.98333	4.02619
238.08333	4.01088
238.16667	3.95868
238.23333	4.05986
238.31667	4.04197
238.36667	4.18150
238.43333	4.17248
238.48333	4.11883
238.53333	4.11947
238.63333	3.90680
238.70000	3.74133
238.80000	3.50272
238.90000	3.46486
239.01667	3.24558
239.13333	3.15987
239.26667	3.10203
239.38333	3.02034
239.50000	3.03968
239.60000	3.32711
239.71667	3.64579
239.81667	3.71862
239.93333	3.51013
240.05000	3.25315
240.16667	3.16358
240.28333	2.78206
240.40000	2.78463
240.51667	2.64463
240.65000	2.71423
240.78333	2.59774
240.93333	2.82379
241.03333	3.09558
241.15000	3.31841
241.25000	3.44714
241.35000	3.60148
241.45000	3.60954
241.51667	3.63210
241.61667	3.61228
241.68333	3.65771
241.76667	3.45068
241.85000	3.34467
241.95000	3.38736
242.06667	3.35788
242.18333	3.32115
242.31667	3.33774
242.43333	3.40170
242.55000	3.53913
242.66667	3.68236
242.75000	3.70637
242.86667	3.62920
242.98333	3.53897
243.10000	3.33065
243.23333	3.28054
243.36667	3.12040
243.50000	3.00762
243.58333	3.20804
243.71667	3.35836
243.81667	3.55379
243.91667	3.60471
244.05000	3.62082
244.15000	3.58022
244.28333	3.42023
244.41667	3.27942
244.55000	3.19338
244.66667	3.24574
244.80000	3.08092
244.93333	3.04322
245.06667	3.09091
245.20000	3.22093
245.36667	3.20176
245.51667	3.32678
245.66667	3.33452
245.80000	3.35433
245.95000	3.29005
246.06667	3.26266
246.21667	3.29794
246.35000	3.17066
246.48333	3.14134
246.63333	3.16019
246.81667	3.15020
246.98333	3.06497
247.11667	2.90241
247.25000	2.60838
247.38333	2.66944
247.55000	2.29066
247.70000	2.31724
247.86667	2.22042
248.00000	2.22557
248.13333	2.41891
248.28333	2.53652
248.43333	2.53894
248.53333	2.74597
248.63333	3.12990
248.76667	3.10574
248.86667	3.14585
248.98333	3.13925
249.06667	2.82475
249.18333	2.96992
249.28333	2.87728
249.40000	2.97845
249.51667	2.86390
249.65000	2.68764
249.80000	2.73437
249.95000	2.71874
250.06667	2.78286
250.21667	2.76675
250.31667	2.89709
250.43333	2.82379
250.53333	2.85375
250.66667	2.93189
250.80000	2.89661
250.90000	2.85859
251.01667	2.38362
251.13333	2.58840
251.28333	2.66573
251.43333	2.79591
251.58333	2.66654
251.76667	2.73227
251.93333	2.78335
252.05000	2.89016
252.16667	2.96122
252.26667	2.93431
252.36667	2.79076
252.46667	2.71294
252.56667	2.71117
252.68333	2.48126
252.80000	2.59001
252.88333	2.35833
253.00000	2.32611
253.11667	2.52089
253.25000	2.63625
253.38333	2.52138
253.53333	2.55908
253.66667	2.50011
253.81667	2.50253
253.95000	2.65397
254.08333	2.62578
254.23333	1.97246
254.36667	1.99856
254.53333	1.77397
254.68333	1.58289
254.83333	1.54809
254.96667	1.79508
255.10000	2.04690
255.23333	2.30065
255.41667	2.31515
255.56667	1.97617
255.76667	1.66345
255.91667	1.56275
256.06667	1.46721
256.21667	1.37941
256.35000	1.52199
256.46667	1.67279
256.53333	1.78203
256.61667	1.96441
256.70000	2.15065
256.80000	2.34270
256.86667	2.41665
256.95000	2.56858
257.03333	2.65139
257.15000	2.68136
257.28333	2.77674
257.41667	2.74097
257.61667	2.61514
257.78333	2.42068
257.93333	2.20173
258.08333	2.02692
258.26667	1.71968
258.38333	2.22605
258.53333	2.07396
258.66667	2.24974
258.83333	1.95587
258.93333	1.85646
259.05000	1.61270
259.13333	1.45610
259.26667	1.22490
259.35000	1.26357
259.48333	1.11535
259.58333	1.03463
259.70000	0.95987
259.85000	0.86578
259.96667	1.08087
260.10000	1.52747
260.23333	1.67537
260.41667	1.90254
260.61667	1.93960
260.80000	2.32176
260.93333	2.41214
261.05000	2.52186
261.18333	2.34415
261.33333	2.22122
261.51667	2.41343
261.65000	2.48577
261.80000	2.54216
262.00000	2.53491
262.15000	2.43937
262.30000	2.50365
262.40000	2.51413
262.50000	2.52009
262.61667	2.46772
262.73333	2.40376
262.86667	2.21719
262.96667	2.27439
263.11667	1.77736
263.23333	1.26856
263.41667	0.22005
263.56667	-0.00503
263.71667	-0.00197
263.86667	-0.00116
264.05000	-0.00197
264.21667	-0.00197
264.26667	-0.00180
264.25000	-0.00342
264.20000	-0.00648
264.15000	-0.00035
264.15000	-0.00261
264.15000	-0.00229
264.15000	-0.00325
264.15000	-0.00358
264.13333	-0.00374
264.13333	-0.00438
264.13333	-0.00325
264.13333	-0.00213
264.13333	-0.00213
264.13333	-0.00068
264.13333	-0.00148
264.13333	-0.00229
264.13333	-0.00213
264.13333	-0.00309
264.13333	-0.00197
264.13333	-0.00293
264.13333	-0.00213
264.13333	-0.00454
264.13333	-0.00358
264.13333	-0.00100
264.13333	-0.00164
264.11667	0.00061
264.11667	-0.00100
264.11667	-0.00309
264.11667	-0.00358
264.11667	-0.00132
264.11667	-0.00116
264.11667	-0.00342
264.11667	-0.00213
264.11667	-0.00229
264.11667	-0.00180
264.11667	-0.00261
264.11667	-0.00535
264.11667	-0.00132
264.11667	-0.00213
264.11667	-0.00599
264.11667	-0.00293
264.11667	-0.00180
264.11667	-0.00164
264.11667	-0.00164
264.11667	-0.00213
264.11667	-0.00503
264.11667	-0.00084
264.11667	-0.00358
264.11667	-0.00132
